Exam,Unit,Subject,Month,Year,Paper,Number,Part,Subpart,Section,Topic,Difficulty,Marks,Question,SVG,Validated Question Code,Q,Question Diagram Path Prefix
cape,1,AppliedMathematics,May,2025,2,2,b,i,Managing Uncertainty,Probability Theory,2,4,"\text{The following diagram is a logic circuit. State the Boolean expression, in terms of C and D, for the logic circuit.}",,"LaTeX(""The following diagram is a logic circuit. State the Boolean expression, in terms of C and D, for the logic circuit."").parsingMode(.onlyEquations)","The following diagram is a logic circuit. State the Boolean expression, in terms of C and D, for the logic circuit.",cape_1_appliedmathematics_may_2025_2_2_b_i
cape,1,AppliedMathematics,May,2025,2,2,b,ii,Managing Uncertainty,Probability Theory,3,5,\text{Draw the logic circuit for the Boolean expression }  [A \vee (B \wedge C)] \vee (\sim B \wedge A) \text{.},,"LaTeX(""Draw the logic circuit for the Boolean expression  $[A \\vee (B \\wedge C)] \\vee (\\sim B \\wedge A)$."").parsingMode(.onlyEquations)",Draw the logic circuit for the Boolean expression  $[A \vee (B \wedge C)] \vee (\sim B \wedge A)$.,cape_1_appliedmathematics_may_2025_2_2_b_ii
cape,1,AppliedMathematics,May,2025,2,2,c,i,Managing Uncertainty,Probability Theory,2,2,"\text{Let }  b  \text{ denote ""John rides his bicycle"" and let }  s  \text{ denote ""John goes to school"". Write a simple verbal sentence which describes the proposition }  b \leftrightarrow \sim s \text{.}",,"LaTeX(""Let  $b$  denote \""John rides his bicycle\"" and let  $s$  denote \""John goes to school\"". Write a simple verbal sentence which describes the proposition  $b \\leftrightarrow \\sim s$."").parsingMode(.onlyEquations)","Let  $b$  denote \""John rides his bicycle\"" and let  $s$  denote \""John goes to school\"". Write a simple verbal sentence which describes the proposition  $b \leftrightarrow \sim s$.",cape_1_appliedmathematics_may_2025_2_2_c_i
cape,1,AppliedMathematics,May,2025,2,2,d,i,Managing Uncertainty,Probability Theory,2,2,"\text{Let }  p  \text{ denote ""Erin studies at the library"" and let }  q  \text{ denote ""Erin passes her exams"". Write the following proposition in symbolic form, using }  p  \text{ and }  q \text{: Erin passes her exam but did not study at the library.}",,"LaTeX(""Let  $p$  denote \""Erin studies at the library\"" and let  $q$  denote \""Erin passes her exams\"". Write the following proposition in symbolic form, using  $p$  and  $q$: Erin passes her exam but did not study at the library."").parsingMode(.onlyEquations)","Let  $p$  denote \""Erin studies at the library\"" and let  $q$  denote \""Erin passes her exams\"". Write the following proposition in symbolic form, using  $p$  and  $q$: Erin passes her exam but did not study at the library.",cape_1_appliedmathematics_may_2025_2_2_d_i
cape,1,AppliedMathematics,May,2025,2,2,d,ii,Managing Uncertainty,Probability Theory,2,2,"\text{Let }  p  \text{ denote ""Erin studies at the library"" and let }  q  \text{ denote ""Erin passes her exams"". Write the following proposition in symbolic form, using }  p  \text{ and }  q \text{: Erin fails her exams whenever she does not study at the library.}",,"LaTeX(""Let  $p$  denote \""Erin studies at the library\"" and let  $q$  denote \""Erin passes her exams\"". Write the following proposition in symbolic form, using  $p$  and  $q$: Erin fails her exams whenever she does not study at the library."").parsingMode(.onlyEquations)","Let  $p$  denote \""Erin studies at the library\"" and let  $q$  denote \""Erin passes her exams\"". Write the following proposition in symbolic form, using  $p$  and  $q$: Erin fails her exams whenever she does not study at the library.",cape_1_appliedmathematics_may_2025_2_2_d_ii
cape,1,AppliedMathematics,May,2025,2,3,a,i,Managing Uncertainty,Probability Theory,2,2,"\text{A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Determine the number of ways in which the selection can be made if there are no restrictions.}",,"LaTeX(""A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Determine the number of ways in which the selection can be made if there are no restrictions."").parsingMode(.onlyEquations)","A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Determine the number of ways in which the selection can be made if there are no restrictions.",cape_1_appliedmathematics_may_2025_2_3_a_i
cape,1,AppliedMathematics,May,2025,2,3,a,ii,Managing Uncertainty,Probability Theory,3,3,"\text{A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Determine the number of ways in which the selection can be made if the delegation must include at least 1 research officer.}",,"LaTeX(""A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Determine the number of ways in which the selection can be made if the delegation must include at least 1 research officer."").parsingMode(.onlyEquations)","A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Determine the number of ways in which the selection can be made if the delegation must include at least 1 research officer.",cape_1_appliedmathematics_may_2025_2_3_a_ii
cape,1,AppliedMathematics,May,2025,2,3,a,iii,Managing Uncertainty,Probability Theory,3,4,"\text{A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Calculate the probability that the delegation will include exactly 4 financial control officers.}",,"LaTeX(""A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Calculate the probability that the delegation will include exactly 4 financial control officers."").parsingMode(.onlyEquations)","A company is creating an auditing team, with 5 members to be chosen from 7 financial control officers and 8 research officers. Calculate the probability that the delegation will include exactly 4 financial control officers.",cape_1_appliedmathematics_may_2025_2_3_a_iii
cape,1,AppliedMathematics,May,2025,2,3,b,i,Managing Uncertainty,Random Variables,3,3,"\text{A continuous random variable, }  X \text{, has the probability density function, }  f \text{, defined as }  f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), & \text{if } 0 \le x \le 2 \ 0 & \text{otherwise.} \end{cases}  \text{ Show that the constant }  k  \text{ equals }  \frac{3}{37} \text{.}",,"LaTeX(""A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \\begin{cases} k(5x^2 - \\frac{1}{2}x), &$if $0 \\le x \\le 2 \\ 0 &$otherwise.$\\end{cases}$  Show that the constant  $k$  equals  $\\frac{3}{37}$."").parsingMode(.onlyEquations)","A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), &$if $0 \le x \le 2 \ 0 &$otherwise.$\end{cases}$  Show that the constant  $k$  equals  $\frac{3}{37}$.",cape_1_appliedmathematics_may_2025_2_3_b_i
cape,1,AppliedMathematics,May,2025,2,3,b,ii,Managing Uncertainty,Random Variables,3,3,"\text{A continuous random variable, }  X \text{, has the probability density function, }  f \text{, defined as }  f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), & \text{if } 0 \le x \le 2 \ 0 & \text{otherwise.} \end{cases}  \text{ Calculate the cumulative distribution function }  F(x)  \text{ of }  X \text{.}",,"LaTeX(""A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \\begin{cases} k(5x^2 - \\frac{1}{2}x), &$if $0 \\le x \\le 2 \\ 0 &$otherwise.$\\end{cases}$  Calculate the cumulative distribution function  $F(x)$  of  $X$."").parsingMode(.onlyEquations)","A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), &$if $0 \le x \le 2 \ 0 &$otherwise.$\end{cases}$  Calculate the cumulative distribution function  $F(x)$  of  $X$.",cape_1_appliedmathematics_may_2025_2_3_b_ii
cape,1,AppliedMathematics,May,2025,2,3,b,iii,Managing Uncertainty,Random Variables,3,3,"\text{A continuous random variable, }  X \text{, has the probability density function, }  f \text{, defined as }  f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), & \text{if } 0 \le x \le 2 \ 0 & \text{otherwise.} \end{cases}  \text{ Calculate }  P(-\frac{1}{2} \le X \le 1 \frac{1}{2}) \text{.}",,"LaTeX(""A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \\begin{cases} k(5x^2 - \\frac{1}{2}x), &$if $0 \\le x \\le 2 \\ 0 &$otherwise.$\\end{cases}$  Calculate  $P(-\\frac{1}{2} \\le X \\le 1 \\frac{1}{2})$."").parsingMode(.onlyEquations)","A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), &$if $0 \le x \le 2 \ 0 &$otherwise.$\end{cases}$  Calculate  $P(-\frac{1}{2} \le X \le 1 \frac{1}{2})$.",cape_1_appliedmathematics_may_2025_2_3_b_iii
cape,1,AppliedMathematics,May,2025,2,3,b,iv,Managing Uncertainty,Random Variables,3,3,"\text{A continuous random variable, }  X \text{, has the probability density function, }  f \text{, defined as }  f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), & \text{if } 0 \le x \le 2 \ 0 & \text{otherwise.} \end{cases}  \text{ Calculate }  E(X) \text{.}",,"LaTeX(""A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \\begin{cases} k(5x^2 - \\frac{1}{2}x), &$if $0 \\le x \\le 2 \\ 0 &$otherwise.$\\end{cases}$  Calculate  $E(X)$."").parsingMode(.onlyEquations)","A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), &$if $0 \le x \le 2 \ 0 &$otherwise.$\end{cases}$  Calculate  $E(X)$.",cape_1_appliedmathematics_may_2025_2_3_b_iv
cape,1,AppliedMathematics,May,2025,2,3,b,v,Managing Uncertainty,Random Variables,4,4,"\text{A continuous random variable, }  X \text{, has the probability density function, }  f \text{, defined as }  f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), & \text{if } 0 \le x \le 2 \ 0 & \text{otherwise.} \end{cases}  \text{ Calculate }  \text{Var}(X) \text{.}",,"LaTeX(""A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \\begin{cases} k(5x^2 - \\frac{1}{2}x), &$if $0 \\le x \\le 2 \\ 0 &$otherwise.$\\end{cases}$  Calculate  Var$(X)$."").parsingMode(.onlyEquations)","A continuous random variable,  $X$, has the probability density function,  $f$, defined as  $f(x) = \begin{cases} k(5x^2 - \frac{1}{2}x), &$if $0 \le x \le 2 \ 0 &$otherwise.$\end{cases}$  Calculate  Var$(X)$.",cape_1_appliedmathematics_may_2025_2_3_b_v
cape,1,AppliedMathematics,May,2025,2,4,a,i,Analyzing and Interpreting Data,Chi Squared Tests,2,2,"\text{A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Construct a corresponding table that shows the expected frequency for EACH colour, assuming that the manufacturer's claim is correct.}",,"LaTeX(""A chi-squared goodness-of-fit test is conducted at the 10\\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\\% are white, 19\\% are black, 19\\% are red and 6\\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Construct a corresponding table that shows the expected frequency for EACH colour, assuming that the manufacturer's claim is correct."").parsingMode(.onlyEquations)","A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Construct a corresponding table that shows the expected frequency for EACH colour, assuming that the manufacturer's claim is correct.",cape_1_appliedmathematics_may_2025_2_4_a_i
cape,1,AppliedMathematics,May,2025,2,4,a,ii,Analyzing and Interpreting Data,Chi Squared Tests,2,2,"\text{A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. State the null and alternative hypotheses.}",,"LaTeX(""A chi-squared goodness-of-fit test is conducted at the 10\\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\\% are white, 19\\% are black, 19\\% are red and 6\\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. State the null and alternative hypotheses."").parsingMode(.onlyEquations)","A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. State the null and alternative hypotheses.",cape_1_appliedmathematics_may_2025_2_4_a_ii
cape,1,AppliedMathematics,May,2025,2,4,a,iii,Analyzing and Interpreting Data,Chi Squared Tests,3,5,"\text{A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Calculate the test statistic.}",,"LaTeX(""A chi-squared goodness-of-fit test is conducted at the 10\\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\\% are white, 19\\% are black, 19\\% are red and 6\\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Calculate the test statistic."").parsingMode(.onlyEquations)","A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Calculate the test statistic.",cape_1_appliedmathematics_may_2025_2_4_a_iii
cape,1,AppliedMathematics,May,2025,2,4,a,iv,Analyzing and Interpreting Data,Chi Squared Tests,1,1,"\text{A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Calculate the degrees of freedom of the test.}",,"LaTeX(""A chi-squared goodness-of-fit test is conducted at the 10\\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\\% are white, 19\\% are black, 19\\% are red and 6\\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Calculate the degrees of freedom of the test."").parsingMode(.onlyEquations)","A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Calculate the degrees of freedom of the test.",cape_1_appliedmathematics_may_2025_2_4_a_iv
cape,1,AppliedMathematics,May,2025,2,4,a,v,Analyzing and Interpreting Data,Chi Squared Tests,2,2,"\text{A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Determine the rejection region.}",,"LaTeX(""A chi-squared goodness-of-fit test is conducted at the 10\\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\\% are white, 19\\% are black, 19\\% are red and 6\\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Determine the rejection region."").parsingMode(.onlyEquations)","A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. Determine the rejection region.",cape_1_appliedmathematics_may_2025_2_4_a_v
cape,1,AppliedMathematics,May,2025,2,4,a,vi,Analyzing and Interpreting Data,Chi Squared Tests,2,2,"\text{A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. State clearly a valid conclusion for the test.}",,"LaTeX(""A chi-squared goodness-of-fit test is conducted at the 10\\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\\% are white, 19\\% are black, 19\\% are red and 6\\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. State clearly a valid conclusion for the test."").parsingMode(.onlyEquations)","A chi-squared goodness-of-fit test is conducted at the 10\% significance level to test a glove manufacturer's claim that of the gloves he produces 56\% are white, 19\% are black, 19\% are red and 6\% are green. A random sample of 250 gloves produced by the manufacturer yielded the data shown in the following table. State clearly a valid conclusion for the test.",cape_1_appliedmathematics_may_2025_2_4_a_vi
cape,1,AppliedMathematics,May,2025,2,4,b,i,Managing Uncertainty,Probability Theory,2,2,\text{A bakery receives customers at a rate of 140 per week. State TWO reasons why the number of customers who visit during a one-day interval can be modelled using Poisson distribution.},,"LaTeX(""A bakery receives customers at a rate of 140 per week. State TWO reasons why the number of customers who visit during a one-day interval can be modelled using Poisson distribution."").parsingMode(.onlyEquations)",A bakery receives customers at a rate of 140 per week. State TWO reasons why the number of customers who visit during a one-day interval can be modelled using Poisson distribution.,cape_1_appliedmathematics_may_2025_2_4_b_i
cape,1,AppliedMathematics,May,2025,2,4,b,ii,Managing Uncertainty,Probability Theory,1,1,\text{A bakery receives customers at a rate of 140 per week. State the parameter of the Poisson distribution.},,"LaTeX(""A bakery receives customers at a rate of 140 per week. State the parameter of the Poisson distribution."").parsingMode(.onlyEquations)",A bakery receives customers at a rate of 140 per week. State the parameter of the Poisson distribution.,cape_1_appliedmathematics_may_2025_2_4_b_ii
cape,1,AppliedMathematics,May,2025,2,4,b,iii,Managing Uncertainty,Random Variables,3,3,\text{A bakery receives customers at a rate of 140 per week. Determine the probability of 22 customers being received at the bakery in a day.},,"LaTeX(""A bakery receives customers at a rate of 140 per week. Determine the probability of 22 customers being received at the bakery in a day."").parsingMode(.onlyEquations)",A bakery receives customers at a rate of 140 per week. Determine the probability of 22 customers being received at the bakery in a day.,cape_1_appliedmathematics_may_2025_2_4_b_iii
cape,1,AppliedMathematics,May,2025,2,4,b,iv,Managing Uncertainty,Normal Distribution,4,5,"\text{A bakery receives customers at a rate of 140 per week. The bakery will be unmanageable if there are more than 50 customers in 2 days. Using normal approximation, determine the probability that the bakery will be overcrowded in a particular two-day interval.}",,"LaTeX(""A bakery receives customers at a rate of 140 per week. The bakery will be unmanageable if there are more than 50 customers in 2 days. Using normal approximation, determine the probability that the bakery will be overcrowded in a particular two-day interval."").parsingMode(.onlyEquations)","A bakery receives customers at a rate of 140 per week. The bakery will be unmanageable if there are more than 50 customers in 2 days. Using normal approximation, determine the probability that the bakery will be overcrowded in a particular two-day interval.",cape_1_appliedmathematics_may_2025_2_4_b_iv
cape,1,AppliedMathematics,May,2025,2,5,a,i,Managing Uncertainty,Random Variables,1,2,\text{Outline the principle of conservation of energy.},,"LaTeX(""Outline the principle of conservation of energy."").parsingMode(.onlyEquations)",Outline the principle of conservation of energy.,cape_1_appliedmathematics_may_2025_2_5_a_i
cape,1,AppliedMathematics,May,2025,2,5,a,ii,Managing Uncertainty,Random Variables,1,2,\text{Outline the principle of conservation of linear momentum.},,"LaTeX(""Outline the principle of conservation of linear momentum."").parsingMode(.onlyEquations)",Outline the principle of conservation of linear momentum.,cape_1_appliedmathematics_may_2025_2_5_a_ii
cape,1,AppliedMathematics,May,2025,2,5,b,i,Statistical Analysis,Data Collection,3,4,"\text{A uniform rod, PQ, with a weight of 40 N, is hinged at a fixed point, P. The rod is held in a horizontal position by a string connecting Q to a point, R, which is vertically above the hinge. The string is inclined at }  45^\circ  \text{ to the rod. Let T represent the tension in the string. Draw the coplanar force diagram using the information given. You MUST include a sketch of the forces acting on the rod.}",,"LaTeX(""A uniform rod, PQ, with a weight of 40 N, is hinged at a fixed point, P. The rod is held in a horizontal position by a string connecting Q to a point, R, which is vertically above the hinge. The string is inclined at  $45^\\circ$  to the rod. Let T represent the tension in the string. Draw the coplanar force diagram using the information given. You MUST include a sketch of the forces acting on the rod."").parsingMode(.onlyEquations)","A uniform rod, PQ, with a weight of 40 N, is hinged at a fixed point, P. The rod is held in a horizontal position by a string connecting Q to a point, R, which is vertically above the hinge. The string is inclined at  $45^\circ$  to the rod. Let T represent the tension in the string. Draw the coplanar force diagram using the information given. You MUST include a sketch of the forces acting on the rod.",cape_1_appliedmathematics_may_2025_2_5_b_i
cape,1,AppliedMathematics,May,2025,2,5,b,ii,Statistical Analysis,Describing Data,3,3,"\text{A uniform rod, PQ, with a weight of 40 N, is hinged at a fixed point, P. The rod is held in a horizontal position by a string connecting Q to a point, R, which is vertically above the hinge. The string is inclined at }  45^\circ  \text{ to the rod. Let T represent the tension in the string. Calculate the tension in the string.}",,"LaTeX(""A uniform rod, PQ, with a weight of 40 N, is hinged at a fixed point, P. The rod is held in a horizontal position by a string connecting Q to a point, R, which is vertically above the hinge. The string is inclined at  $45^\\circ$  to the rod. Let T represent the tension in the string. Calculate the tension in the string."").parsingMode(.onlyEquations)","A uniform rod, PQ, with a weight of 40 N, is hinged at a fixed point, P. The rod is held in a horizontal position by a string connecting Q to a point, R, which is vertically above the hinge. The string is inclined at  $45^\circ$  to the rod. Let T represent the tension in the string. Calculate the tension in the string.",cape_1_appliedmathematics_may_2025_2_5_b_ii
cape,1,AppliedMathematics,May,2025,2,5,c,i,Statistical Analysis,Describing Data,2,3,"\text{A railway carriage, when occupied, has a mass of 700 kg. On a journey, the railway carriage ascends a smooth plane which is inclined at }  18^\circ  \text{ to the horizontal for 30 m. The speed of the railway carriage at the start of the incline is }  18 \, \text{ms}^{-1}  \text{ and the speed of the carriage at the finish of the incline is }  10 \, \text{ms}^{-1} \text{. Calculate the deceleration of the carriage.}",,"LaTeX(""A railway carriage, when occupied, has a mass of 700 kg. On a journey, the railway carriage ascends a smooth plane which is inclined at  $18^\\circ$  to the horizontal for 30 m. The speed of the railway carriage at the start of the incline is  $18 \\,$ms$^{-1}$  and the speed of the carriage at the finish of the incline is  $10 \\,$ms$^{-1}$. Calculate the deceleration of the carriage."").parsingMode(.onlyEquations)","A railway carriage, when occupied, has a mass of 700 kg. On a journey, the railway carriage ascends a smooth plane which is inclined at  $18^\circ$  to the horizontal for 30 m. The speed of the railway carriage at the start of the incline is  $18 \,$ms$^{-1}$  and the speed of the carriage at the finish of the incline is  $10 \,$ms$^{-1}$. Calculate the deceleration of the carriage.",cape_1_appliedmathematics_may_2025_2_5_c_i
cape,1,AppliedMathematics,May,2025,2,5,c,ii,Statistical Analysis,Describing Data,3,4,"\text{A railway carriage, when occupied, has a mass of 700 kg. On a journey, the railway carriage ascends a smooth plane which is inclined at }  18^\circ  \text{ to the horizontal for 30 m. The speed of the railway carriage at the start of the incline is }  18 \, \text{ms}^{-1}  \text{ and the speed of the carriage at the finish of the incline is }  10 \, \text{ms}^{-1} \text{. Calculate the tractive force.}",,"LaTeX(""A railway carriage, when occupied, has a mass of 700 kg. On a journey, the railway carriage ascends a smooth plane which is inclined at  $18^\\circ$  to the horizontal for 30 m. The speed of the railway carriage at the start of the incline is  $18 \\,$ms$^{-1}$  and the speed of the carriage at the finish of the incline is  $10 \\,$ms$^{-1}$. Calculate the tractive force."").parsingMode(.onlyEquations)","A railway carriage, when occupied, has a mass of 700 kg. On a journey, the railway carriage ascends a smooth plane which is inclined at  $18^\circ$  to the horizontal for 30 m. The speed of the railway carriage at the start of the incline is  $18 \,$ms$^{-1}$  and the speed of the carriage at the finish of the incline is  $10 \,$ms$^{-1}$. Calculate the tractive force.",cape_1_appliedmathematics_may_2025_2_5_c_ii
cape,1,AppliedMathematics,May,2025,2,5,d,i,Statistical Analysis,Describing Data,3,5,"\text{An elevator starts from rest with a constant acceleration of }  2 \, \text{ms}^{-2}  \text{ until it attains a speed of }  4 \, \text{ms}^{-1} \text{. Thereafter, it immediately begins to slow down, with a constant retardation of }  3 \, \text{ms}^{-2}  \text{ until it is brought to rest. Calculate the total time for the distance travelled.}",,"LaTeX(""An elevator starts from rest with a constant acceleration of  $2 \\,$ms$^{-2}$  until it attains a speed of  $4 \\,$ms$^{-1}$. Thereafter, it immediately begins to slow down, with a constant retardation of  $3 \\,$ms$^{-2}$  until it is brought to rest. Calculate the total time for the distance travelled."").parsingMode(.onlyEquations)","An elevator starts from rest with a constant acceleration of  $2 \,$ms$^{-2}$  until it attains a speed of  $4 \,$ms$^{-1}$. Thereafter, it immediately begins to slow down, with a constant retardation of  $3 \,$ms$^{-2}$  until it is brought to rest. Calculate the total time for the distance travelled.",cape_1_appliedmathematics_may_2025_2_5_d_i
cape,1,AppliedMathematics,May,2025,2,5,d,ii,Statistical Analysis,Describing Data,2,2,"\text{An elevator starts from rest with a constant acceleration of }  2 \, \text{ms}^{-2}  \text{ until it attains a speed of }  4 \, \text{ms}^{-1} \text{. Thereafter, it immediately begins to slow down, with a constant retardation of }  3 \, \text{ms}^{-2}  \text{ until it is brought to rest. Calculate the total distance travelled.}",,"LaTeX(""An elevator starts from rest with a constant acceleration of  $2 \\,$ms$^{-2}$  until it attains a speed of  $4 \\,$ms$^{-1}$. Thereafter, it immediately begins to slow down, with a constant retardation of  $3 \\,$ms$^{-2}$  until it is brought to rest. Calculate the total distance travelled."").parsingMode(.onlyEquations)","An elevator starts from rest with a constant acceleration of  $2 \,$ms$^{-2}$  until it attains a speed of  $4 \,$ms$^{-1}$. Thereafter, it immediately begins to slow down, with a constant retardation of  $3 \,$ms$^{-2}$  until it is brought to rest. Calculate the total distance travelled.",cape_1_appliedmathematics_may_2025_2_5_d_ii
cape,1,AppliedMathematics,May,2025,2,6,a,i,Managing Uncertainty,Random Variables,3,7,"\text{A vehicle with a mass of 6000 kg is travelling along a straight road with a velocity of }  2.5 \, \text{ms}^{-1} \text{. It collides with another vehicle with a mass of 2000 kg, which is moving in the same direction with a velocity of }  1.3 \, \text{ms}^{-1} \text{. If after impact the vehicles fuse and move as a single unit, calculate the kinetic energy after impact.}",,"LaTeX(""A vehicle with a mass of 6000 kg is travelling along a straight road with a velocity of  $2.5 \\,$ms$^{-1}$. It collides with another vehicle with a mass of 2000 kg, which is moving in the same direction with a velocity of  $1.3 \\,$ms$^{-1}$. If after impact the vehicles fuse and move as a single unit, calculate the kinetic energy after impact."").parsingMode(.onlyEquations)","A vehicle with a mass of 6000 kg is travelling along a straight road with a velocity of  $2.5 \,$ms$^{-1}$. It collides with another vehicle with a mass of 2000 kg, which is moving in the same direction with a velocity of  $1.3 \,$ms$^{-1}$. If after impact the vehicles fuse and move as a single unit, calculate the kinetic energy after impact.",cape_1_appliedmathematics_may_2025_2_6_a_i
cape,1,AppliedMathematics,May,2025,2,6,a,ii,Managing Uncertainty,Random Variables,4,5,"\text{A vehicle with a mass of 6000 kg is travelling along a straight road with a velocity of }  2.5 \, \text{ms}^{-1} \text{. It collides with another vehicle with a mass of 2000 kg, which is moving in the same direction with a velocity of }  1.3 \, \text{ms}^{-1} \text{. If after impact the vehicles fuse and move as a single unit, calculate the distance required to bring the vehicle to rest if a braking force of 1000 N is applied immediately after the impact.}",,"LaTeX(""A vehicle with a mass of 6000 kg is travelling along a straight road with a velocity of  $2.5 \\,$ms$^{-1}$. It collides with another vehicle with a mass of 2000 kg, which is moving in the same direction with a velocity of  $1.3 \\,$ms$^{-1}$. If after impact the vehicles fuse and move as a single unit, calculate the distance required to bring the vehicle to rest if a braking force of 1000 N is applied immediately after the impact."").parsingMode(.onlyEquations)","A vehicle with a mass of 6000 kg is travelling along a straight road with a velocity of  $2.5 \,$ms$^{-1}$. It collides with another vehicle with a mass of 2000 kg, which is moving in the same direction with a velocity of  $1.3 \,$ms$^{-1}$. If after impact the vehicles fuse and move as a single unit, calculate the distance required to bring the vehicle to rest if a braking force of 1000 N is applied immediately after the impact.",cape_1_appliedmathematics_may_2025_2_6_a_ii
